product_name,supplier_item_code,detail_url,image_url,page_number,taxonomy_label,match_type,match_confidence
Farola Derecho Para Daewoo Cielo Modelos 1995 A 2001 Sm,2961,https://www.partcar.com.co/importacion-1/farola-daewoo-cielo-1995%E2%80%932001-derecho-sm,https://www.autolatas.co/cat/2961.jpg,2,lighting_headlamps,category_only,medium
Farola Derecho Para Daewoo Cielo Modelos 1995 A 2001 Sm,2960,https://www.partcar.com.co/importacion-1/farola-daewoo-cielo-1995%E2%80%932001-derecho-sm,https://www.autolatas.co/cat/2960.jpg,2,lighting_headlamps,category_only,medium
Farola Derecho Para Daewoo Cielo Modelos 1995 A 2001 Depo,2959,https://www.partcar.com.co/importacion-1/farola-daewoo-cielo-1995%E2%80%932001-derecho-depo,https://www.autolatas.co/cat/2959.jpg,3,lighting_headlamps,category_only,medium
Farola Derecho Para Daewoo Cielo Modelos 1995 A 2001 Depo,2958,https://www.partcar.com.co/importacion-1/farola-daewoo-cielo-1995%E2%80%932001-derecho-depo,https://www.autolatas.co/cat/2958.jpg,3,lighting_headlamps,category_only,medium
Farola Derecha Para Chevrolet Wagon R Modelos 1998 A 2003 Todo,2955,https://www.partcar.com.co/importacion-1/farola-chevrolet-wagon-r-1998%E2%80%932003-derecha-todo,https://www.autolatas.co/cat/2955.jpg,3,lighting_headlamps,category_only,medium
Farola Izquierda Para Chevrolet Wagon R Modelos 1998 A 2003 Todo,2954,https://www.partcar.com.co/importacion-1/farola-chevrolet-wagon-r-1998%E2%80%932003-izquierda-todo,https://www.autolatas.co/cat/2954.jpg,3,lighting_headlamps,category_only,medium
Farola Derecha Para Chevrolet Vitara Modelos 1993 A 2014 Tyc,2953,https://www.partcar.com.co/importacion-1/farola-chevrolet-vitara-1993%E2%80%932014-derecha-tyc,https://www.autolatas.co/cat/2953.jpg,3,lighting_headlamps,category_only,medium
Farola Izquierda Para Chevrolet Vitara Modelos 1993 A 2014 Tyc,2952,https://www.partcar.com.co/importacion-1/farola-chevrolet-vitara-1993%E2%80%932014-izquierda-tyc,https://www.autolatas.co/cat/2952.jpg,3,lighting_headlamps,category_only,medium
Farola Derecha Para Chevrolet Vitara Modelos 1993 A 2014 Depo,2949,https://www.partcar.com.co/importacion-1/farola-chevrolet-vitara-1993%E2%80%932014-derecha-depo,https://www.autolatas.co/cat/2949.jpg,3,lighting_headlamps,category_only,medium
Farola Izquierda Para Chevrolet Vitara Modelos 1993 A 2014 Depo,2948,https://www.partcar.com.co/importacion-1/farola-chevrolet-vitara-1993%E2%80%932014-izquierda-depo,https://www.autolatas.co/cat/2948.jpg,3,lighting_headlamps,category_only,medium
